insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Camella Creagh', 'azomiwxufdjcnls', '2021-12-01T19:42:37Z', '2021-06-18T19:15:33Z', '2362', '400', 'igmpscvlryuetjhoadqzxf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Babb Asel', 'sqagdbcjoitm', '2022-02-18T21:39:33Z', '2021-07-24T18:50:35Z', '1601', '1197', 'eafhzixnoplygctswdukrmqbvj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kaleena Newcome', 'wpdskzmrxtu', '2022-03-25T10:38:23Z', '2021-06-29T07:36:25Z', '4423', '544', 'smjzniatqrgpbeudlfxhkvcoyw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Harmonie Denkin', 'yvrfomgtpdabjq', '2022-03-03T09:54:51Z', '2021-12-23T04:27:33Z', '4904', '2465', 'igclypqfsekhorjvdzmbutwxna');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cynthie Gallgher', 'rockqbsxluwmyj', '2022-02-01T02:03:09Z', '2022-03-19T07:44:40Z', '1945', '446', 'eiohdtjucmgnqvsfaylkp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lyn Thoumas', 'feucbrnlztwhajvsymi', '2022-04-28T14:03:03Z', '2021-12-17T22:52:16Z', '2487', '2567', 'desjqwknvaxcthprbuzfogylim');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Naomi McBeith', 'uezdnfcvwplqxboaygs', '2022-06-02T20:42:25Z', '2021-06-20T05:48:03Z', '1706', '4331', 'lcvtwpusijdfyzmrnbega');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Clare Edmands', 'lbenjgtwfdvxsozcmuhk', '2021-09-04T10:35:13Z', '2021-11-29T08:15:25Z', '1448', '546', 'zlwutibqpfsdekgjxrcom');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Marlin Venditti', 'fjwaexdorlkc', '2022-05-04T15:20:04Z', '2021-07-16T20:02:23Z', '2688', '3132', 'hwkvzbudepqryjmlcfsaxotgni');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Arvy Yaus', 'vsxetbiglcr', '2021-12-01T16:24:36Z', '2022-03-15T21:56:39Z', '1885', '2076', 'nbjxwdyefokargcpivltszu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Garfield Wippermann', 'zwfisbxdpjnm', '2022-06-11T08:30:44Z', '2021-06-24T23:40:50Z', '694', '1290', 'msfavkhydqirnjegbwpxtclzou');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Larissa Strongitharm', 'vfwtbzsgoqiaudjm', '2021-07-28T10:36:04Z', '2022-04-14T09:48:34Z', '4477', '4371', 'cpoqksidxvgatnzhljw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Mordy Grevatt', 'ekilgqnzwoj', '2021-06-14T00:41:58Z', '2022-02-06T04:41:51Z', '731', '1500', 'pkinxegrdhavftyuzomsjwqbl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kellen Heathcott', 'dscijwkqnltz', '2022-01-03T17:01:58Z', '2021-12-01T05:14:07Z', '4506', '1428', 'mojcvasyzqhkdnbfwritgluexp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Midge Gillbey', 'pixfmyrnhk', '2021-11-21T21:05:40Z', '2022-04-17T23:39:48Z', '14', '3403', 'uznfbvgmtdscjekxqihowplyar');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Vinita Gemmell', 'mhzdqpbjinlfwuc', '2021-12-24T22:59:52Z', '2022-01-20T23:14:05Z', '2093', '3188', 'amndxkqjbziwtucpogfrvheysl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ardeen McKinie', 'zuidctsjrxlv', '2022-02-04T03:15:32Z', '2022-05-23T07:52:10Z', '499', '3628', 'ofzhuxmnelgqytdswbpcv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Rici Sharpling', 'fsobvzwudknmierp', '2022-04-02T20:12:54Z', '2021-06-16T02:05:37Z', '4911', '2291', 'jxqheflwaugtrpkvizybcodsmn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Grayce Iremonger', 'txsrnqvmzygb', '2021-07-16T18:49:47Z', '2021-10-16T07:27:35Z', '4688', '4626', 'fkauenqloxvzydjcbwiphsrgtm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cally Tybalt', 'otrkgwvyzeu', '2021-10-14T06:15:39Z', '2021-11-28T17:54:12Z', '3679', '1619', 'nxjwyiqdlperbamvgsctuhzokf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Richart Dureden', 'yxrbscidavmek', '2021-07-05T16:37:08Z', '2022-01-31T11:10:32Z', '668', '3106', 'dpkawjzoetlqvnsbmucfxighry');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gertrude Grattan', 'dbieanwpomukhyqvl', '2021-09-24T14:08:29Z', '2022-06-01T15:19:44Z', '4348', '3336', 'ynarwuxklvzbhpscgetojmfidq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ranique Angus', 'guyqdkzxfnwcslaebo', '2022-02-03T20:23:16Z', '2022-04-10T00:52:49Z', '3075', '3936', 'wfdipxykjvbq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Edwina Zupone', 'zwepqbxdolv', '2022-03-01T17:56:16Z', '2022-02-19T12:47:52Z', '1426', '429', 'moarcebsdfgz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ken Fargher', 'jftduxmvoqca', '2021-10-25T10:25:36Z', '2022-02-18T00:00:57Z', '2107', '3244', 'kcfsnmlwtbz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Anett Roof', 'xmqclsotfnzwvgahbi', '2022-01-16T20:13:05Z', '2021-12-23T08:47:44Z', '2723', '4241', 'lcasyeuthqdkxigfmjpnvr');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Filip Verdon', 'sjcmvebfqzgilrnoyx', '2021-11-30T02:52:07Z', '2021-07-14T11:37:51Z', '4650', '4442', 'mryjldxghbisocfkuvaqtpwnez');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Thor Siegertsz', 'faxgeczrwohbkui', '2022-02-28T20:53:02Z', '2022-05-14T04:08:23Z', '2630', '215', 'rjvnihlqyzotkdaupebgmswfxc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Belvia Scoffins', 'zgpuafoxkysdiqe', '2022-03-01T00:22:35Z', '2021-09-26T00:43:59Z', '2610', '823', 'vblzakqhjfwxrymuieogsptdcn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Margalo Merigot', 'jlfkxpahbmyvtcord', '2021-10-01T02:21:12Z', '2022-05-24T08:06:32Z', '4373', '3609', 'aemgpozfcsxdwvlt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Shannen Cuffin', 'dbeqfwsrlgcanu', '2021-07-23T05:35:39Z', '2022-05-18T07:48:58Z', '4185', '1147', 'ineuzwmorgc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Brier Caslett', 'pwfhcuabkxolirgnvze', '2021-11-08T12:31:32Z', '2021-11-18T10:57:56Z', '1021', '2049', 'etrmqvxfkwzuyjodnchbpilsag');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Claire Sibbons', 'masuornckidwbp', '2022-05-22T10:22:28Z', '2022-03-29T16:00:21Z', '104', '3175', 'puylfijmswvqekxcangztdhobr');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Mayer Simonian', 'bidjsxaufervptonywmc', '2021-12-05T21:39:42Z', '2021-08-02T07:02:58Z', '4723', '2071', 'sfjzpmnbtueagwiodxc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bartholemy Ridsdale', 'ytmkuvidebj', '2022-04-11T05:59:06Z', '2021-11-15T17:20:31Z', '2575', '3459', 'utqrykxinsaofmedvj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Leena Rosi', 'hospijmunfqgetaxbv', '2022-05-21T13:18:49Z', '2022-01-01T22:24:04Z', '4405', '4896', 'sxwhoplknvegumairbjzyqcdft');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bertie Stratford', 'jeldqvfkcgimnhx', '2022-04-25T11:47:01Z', '2022-02-09T03:49:48Z', '669', '3657', 'yiodevhzugacjpftxlwrsqbmnk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Rolfe Comar', 'elkaugnqmw', '2022-05-03T08:38:56Z', '2022-02-01T12:25:56Z', '2302', '3603', 'ozbcevgiyqfx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Glad Kitson', 'vfszwdmpylbigrkuqnej', '2021-09-12T14:38:51Z', '2021-08-06T18:01:24Z', '2422', '4276', 'cyueibsvrgmqjwl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Luisa Bissiker', 'zixrbyfsuekpwlc', '2021-10-14T12:28:11Z', '2022-05-04T18:40:57Z', '2585', '4769', 'ysixaqdtuw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bent Doerrling', 'skwqdjtrumv', '2021-10-23T23:02:33Z', '2022-05-06T16:51:25Z', '1834', '3780', 'mwcnifoqxyhbrgdpzeuvs');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Adorne Carding', 'gezluajdskfxhvqypir', '2022-05-23T17:46:35Z', '2021-06-14T06:20:16Z', '1189', '3073', 'dqyjbhpgaxmzunsfelocwvrkit');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bryn Hansmann', 'cwryzpnkof', '2021-06-27T06:42:32Z', '2021-07-05T21:35:18Z', '4068', '4270', 'kgsnmedruybptzjixf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sig Godball', 'jhlanvwtqzd', '2022-01-25T06:15:38Z', '2021-11-08T23:30:10Z', '3702', '687', 'myquivjznfrbdgthslkaxpeocw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Pippo Bremley', 'suqhwgcprtnabfyz', '2022-03-11T08:24:04Z', '2022-05-21T09:47:16Z', '1803', '4113', 'ryaoxumjgifdeqkvnp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Myrtia Fluin', 'kqihjzdnvywrce', '2022-05-04T01:15:17Z', '2022-05-19T13:13:16Z', '3838', '2886', 'zrwlbsuqdthpk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Hank Johannesson', 'unzkfsygtwld', '2022-04-16T17:43:05Z', '2021-10-20T21:35:35Z', '726', '65', 'iugkbcylwmedzqjforsnahvpxt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cortney Camble', 'zjcysvtqlpfumwkx', '2022-06-08T15:30:36Z', '2022-03-08T07:38:22Z', '706', '4374', 'xyegscminbhwldpzrkvqouta');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lusa Kitt', 'othzbvrpjegaxmcud', '2021-06-22T13:49:21Z', '2021-08-29T17:59:56Z', '3708', '2777', 'hdgxbrpjzilof');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cobb Ausiello', 'xqsnwluitofvyegkjpmb', '2021-12-25T17:32:40Z', '2021-11-13T19:10:53Z', '597', '3634', 'wehcaxvymfjkiogtqzdrbunlps');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Michelina Stanford', 'aghmcunysrxpq', '2022-02-19T08:00:07Z', '2021-10-31T21:11:35Z', '3020', '1548', 'rzyvqcandbiwtxgujmhoe');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Chrotoem Mannooch', 'zsdgvkwoanc', '2022-03-12T06:28:27Z', '2022-04-26T02:48:46Z', '1325', '2040', 'gepswanivdlykofxtmuhcbjrzq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Thorn Lampke', 'agbqsxwceykrtjlfih', '2022-04-29T18:25:25Z', '2022-01-22T15:17:13Z', '1259', '1438', 'dlsgkhivmptzoxeywcqjfburan');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Worth Omond', 'yxbojpmwhreisuzvdk', '2022-05-09T07:30:02Z', '2021-10-07T18:18:08Z', '2154', '2058', 'emtuhwkpvbaisfznqjygcdor');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Janka Eccott', 'sdewmlafupt', '2022-02-17T23:07:05Z', '2021-12-09T11:42:23Z', '2199', '4678', 'ghioltqpvwe');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Anjela Heersma', 'tenpoyxkicvd', '2022-03-24T09:12:47Z', '2021-12-12T07:51:55Z', '3817', '1319', 'hbfjpindymuovcrlwxqszeakt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Eleanore Sandars', 'lvahgojidfzurbqywxs', '2022-05-03T07:01:35Z', '2022-01-14T16:14:08Z', '1354', '194', 'vpnruaxdkojgbtzhcsiqewyfml');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Madlen Jeffes', 'jthblqznsrgm', '2021-08-11T14:31:47Z', '2021-08-01T09:57:24Z', '987', '515', 'qsuckmdbzawfvtiepogjxnhrly');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Jerrie Gamet', 'ltzsycvqorkujpenfmi', '2021-07-08T23:51:47Z', '2021-11-24T01:38:04Z', '113', '3348', 'sytqbxrmgcfeunwoiahpzjdklv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Leisha Goforth', 'zuabyevkgjwmnpocshxf', '2021-08-17T05:09:48Z', '2022-04-27T05:29:42Z', '313', '2096', 'idvhsafcukmgrbneozxqwpyjtl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Elinor Penrith', 'vzekydlmrcionuq', '2022-04-25T18:20:01Z', '2021-06-12T21:28:10Z', '3916', '1476', 'aikyxmctdfonjpugrhlwzqsbve');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Carolina Shew', 'sroqnaxfgtmjlucykhz', '2022-03-26T15:06:32Z', '2021-10-26T01:56:30Z', '4629', '1477', 'lpzwxuyeocvnghqksatfjibd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bernadine Wathey', 'lfphgyasbjzowu', '2022-02-03T17:35:51Z', '2022-05-06T06:29:14Z', '1921', '4617', 'ujvdayfocntilghxszrbkwqemp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Burk Hampe', 'ladxtkjnghqimw', '2022-03-20T15:09:05Z', '2022-05-03T19:45:38Z', '231', '2669', 'lcaegrvdzimkjnsbpwtuyoqfhx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Seward Poyner', 'flwtycqaxdknvjgsm', '2021-08-29T09:17:31Z', '2022-02-23T01:28:00Z', '2821', '3739', 'tzeysbqwavxphifglrdkjcoumn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Raquel Leif', 'xtjkcpvsogwu', '2022-04-18T09:55:50Z', '2021-12-07T02:58:28Z', '4242', '1360', 'vubgotkyiemfnqjwdxslapzrch');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Charmian Twelve', 'obgmnxauczhej', '2021-11-29T15:34:30Z', '2021-11-09T03:37:07Z', '2229', '4788', 'hofalreyndbkivgucm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Buck Ida', 'mpfvhcesjdblqiwu', '2022-03-11T19:21:18Z', '2022-05-29T22:05:25Z', '4719', '3569', 'vymjeipfxsohlznkawbtcurd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gavra Trahar', 'eufajrtdwv', '2021-12-04T03:42:24Z', '2021-09-08T06:58:50Z', '1702', '3337', 'dhibncwkvyqsetmjlzfpoaxgur');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Frances Hugonnet', 'qswgdcfnevihtx', '2021-10-06T00:47:12Z', '2021-09-10T22:43:43Z', '1030', '226', 'rgacpdqfmvuytlshbexj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Britt Tarburn', 'vyutcnmaskflgez', '2021-12-16T01:54:22Z', '2022-01-13T17:00:18Z', '3118', '273', 'bfakyosxjmuqndlhgverwctipz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Yard Lasslett', 'clthgpwuayr', '2021-09-12T00:53:11Z', '2022-05-29T22:53:15Z', '3333', '3555', 'eyhsizwmuxktpvl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sloane Pullan', 'bgtxyvopzkhrlwcid', '2022-01-05T00:50:41Z', '2022-04-16T19:14:17Z', '1748', '609', 'codmnrykbewpuslijaz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Rosmunda MacKeller', 'ywghedumjxtzflqora', '2021-10-21T16:38:41Z', '2021-10-23T08:05:44Z', '1820', '4691', 'lyamqfbdwstpriveoncuh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Virgilio Hucquart', 'utwbrvodcyqekf', '2022-01-01T12:33:46Z', '2021-07-23T13:53:29Z', '2303', '2339', 'dmjslzovicewpkrgyb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Wheeler Cabbell', 'wakdxhsuifqzlb', '2021-11-02T07:07:12Z', '2021-10-12T08:10:32Z', '2895', '210', 'otkzgaxbrnfwyhujdelsmcipvq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sigmund Chumley', 'cbvdxqzhaowtyeispu', '2021-12-27T10:15:17Z', '2021-07-13T22:42:17Z', '569', '599', 'ftlnbkeaipqosjrmzgwdvuhyxc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Emogene Tidder', 'olgyxwjrnp', '2022-02-11T13:31:08Z', '2021-09-13T06:56:49Z', '1861', '1713', 'hsrpcdegqlybxamnviujzofwkt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Salaidh Flaverty', 'pzmstjfnvclhiqgxy', '2022-03-21T04:17:13Z', '2021-12-25T17:52:31Z', '1587', '3753', 'ndmxvyquzhcgropsbafktwjile');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Booth Dirand', 'xecmuklyrzatf', '2021-11-20T22:37:00Z', '2022-03-11T14:25:25Z', '1344', '2732', 'uymplqvaht');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lindsay Ashard', 'vomlirfyzagnjucdq', '2022-04-11T17:18:29Z', '2021-11-08T14:43:23Z', '757', '3216', 'bwzsgvpcdrfleni');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Rona Meineking', 'dngrptkswqxzvyo', '2021-06-22T18:36:24Z', '2022-03-22T10:00:55Z', '1410', '2708', 'fwxaliprbkzuy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Clemens Chat', 'vwqdosrmzbxjicln', '2022-06-10T22:00:57Z', '2021-10-03T17:42:40Z', '4367', '1661', 'yzuwbcfnxjemagsohtqpvkrdil');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Padriac Grishenkov', 'ernujziadsboq', '2022-04-14T12:07:40Z', '2021-12-31T13:42:23Z', '3847', '1087', 'dwxbhrjzocyelmgasqiuptfnvk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Joyce Rasor', 'jxyvskdartu', '2022-01-02T13:41:29Z', '2021-06-29T15:03:45Z', '4392', '1938', 'wjtsohxegqkcapbvmyrlinufdz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lari Crosfield', 'enklvtguaxfmsycpiz', '2021-07-27T04:54:32Z', '2022-05-10T11:11:36Z', '379', '3256', 'egahnvkysptl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Petra Gisbourn', 'yrtlznvckmxipjqosw', '2021-10-20T00:37:04Z', '2021-09-10T20:56:13Z', '2346', '2298', 'mpnzqakhgvwetsrufyod');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Rodney Ingree', 'zrcuaskpinfgtdxwovl', '2022-02-26T00:13:37Z', '2022-02-28T15:40:13Z', '3920', '4879', 'wtknblsehdmvurzxigj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Merrel Ferrand', 'mfpevbzyirlnk', '2021-10-13T12:50:48Z', '2021-12-01T15:29:24Z', '2806', '2803', 'kdoqhtbgxsvijfmplzeyanrwcu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Josephine Lukes', 'ncmlrzjydipa', '2022-02-28T14:29:14Z', '2021-10-13T13:59:32Z', '2776', '2026', 'ckfbptniergdlhqvwamzuojxsy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ardra Marcum', 'blavrwipqxo', '2021-10-24T04:50:14Z', '2022-05-06T14:29:02Z', '3441', '4855', 'dvcrzygxtpufmenblajkqso');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Meggie Durman', 'nltwymxeujbvg', '2021-10-24T04:28:00Z', '2022-01-06T14:53:01Z', '374', '4718', 'ystqbaokvwucijxndelhfg');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Carline Pidcock', 'xykfzconjbmq', '2022-05-26T04:48:07Z', '2021-09-03T03:34:22Z', '586', '3224', 'vfhziyrqpdujbwetglmcnaxsko');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alexandre Guynemer', 'wcuzjghvamq', '2021-09-17T02:48:56Z', '2021-06-22T01:50:14Z', '4481', '990', 'thrpzmsgqufxjleik');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ashby Bernli', 'qwyjgfdikbhps', '2022-05-14T01:23:05Z', '2022-05-29T20:12:16Z', '3034', '498', 'hozdqveipgyclan');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Conrad Westell', 'rmlpvyeuokcgx', '2021-10-26T17:51:44Z', '2022-03-15T22:40:08Z', '1056', '1880', 'hlzuwyxsjdabkcprovengtqifm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alida Breadon', 'zhsamfitdyqkbxp', '2022-03-29T18:10:27Z', '2021-11-27T09:26:53Z', '837', '4479', 'supkejwxbdvihnymargfolztqc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Shirleen Martinets', 'zvnwspadelcugfir', '2021-10-10T05:28:52Z', '2022-01-27T04:10:57Z', '673', '4738', 'puilbzdkjaexqgrvwof');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Elisa Road', 'oyhawdnlukrmxb', '2021-08-09T01:10:35Z', '2022-03-18T15:14:55Z', '563', '582', 'nlrmuoktayxwesizcdfgbpvqjh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Obed Hubbock', 'ropthiazfnbgwmjecldy', '2021-08-28T14:40:41Z', '2022-04-19T11:17:50Z', '2174', '3124', 'usaxzmyepfbwjcqirkdovhtlgn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gan Slixby', 'cilhjsgaeypzovmtrdx', '2021-07-30T18:52:35Z', '2021-10-06T20:58:15Z', '1088', '3546', 'pcvdtozfnrkegbswajlmhxqyiu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kristel Kilpatrick', 'eirgpqkjhzo', '2021-10-10T22:41:30Z', '2022-04-01T20:33:21Z', '3758', '3508', 'qomzflxvwdagbjreuscphytnki');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Hubey Draxford', 'puyoxaqctinwj', '2021-09-25T04:57:18Z', '2021-10-20T00:57:31Z', '2198', '3226', 'kvulbycjdemqpsnrowtzafghix');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Thorndike Kubicka', 'dshefonxlpmartuvkcgq', '2021-08-05T12:02:43Z', '2022-01-31T02:09:38Z', '1701', '950', 'azlkngqhfutjyb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sophia Welford', 'rfhsqlwycjpoz', '2021-10-26T08:35:44Z', '2022-05-06T09:24:07Z', '658', '2278', 'erdnjkvlcafzsgupbqityhwoxm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Angela Pharrow', 'fgpnrdhoqyxuclzvmiwa', '2021-11-19T05:03:03Z', '2021-09-09T18:01:45Z', '2508', '1924', 'uthdzqpwyv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Karel Gowenlock', 'zvwxtonlebd', '2021-09-29T10:06:13Z', '2022-03-16T17:25:45Z', '4132', '292', 'lvhfmkgnwibyceqoatsrzpjdxu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Jerrie Woodrup', 'vkehxfmzqcgtopniard', '2022-01-23T11:00:59Z', '2021-06-25T08:53:01Z', '1807', '1227', 'sdhimagpfukzlnvyxtbwrjeqco');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Myrah Grieger', 'aifryqmkedjnpowhbx', '2021-09-27T05:19:37Z', '2021-08-15T11:58:23Z', '4776', '1309', 'uxfqwvtohkrgcmadspeyzlnibj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Elva Rosengren', 'qienwfkrodalmu', '2021-08-13T13:45:13Z', '2021-11-11T23:38:03Z', '4328', '1709', 'qpdkchbaxoemzytfgnljrivwus');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Anne Maso', 'rhpdeinumcgsykxvf', '2021-12-01T02:33:53Z', '2021-07-29T21:04:49Z', '1084', '1637', 'hbtvgkdfmzurewacyijlpqxosn');
